SalePrice,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,House_Age,Remod_Age,Garage_Age,Remod_Age_Avg,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_None,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_None,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_TA,CentralAir_N,CentralAir_Y,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Typ,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_Fin,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_None,GarageQual_Po,GarageQual_TA,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_None,GarageCond_Po,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MiscFeature_None,MiscFeature_Shed,OverallQual,OverallCond
208500,0.27985742987029055,-0.2176660107176569,0.8881972261822447,0.6823755183849332,-0.3932021245656732,-0.754346802939542,1.3446577034351137,0.6920212962222081,1.1677370854244922,0.8754176979804466,1.2737601436161448,1.2082696794676844,-0.8753179166556851,0.46051754593136207,-0.8203231692358525,0.4363674928683136,-1.0249630280062647,-0.8692478381818677,-0.8213710829153816,-1.0588280765554388,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,6.0,4.0
181500,0.7601319787169201,0.07813634264755506,-0.6194426236845803,1.3392769472029757,0.6796388806312696,0.4783929046725543,-0.786663146703619,-0.37669520900309766,-0.7819208677732281,0.8754176979804466,-0.7349295696869852,-0.20365491000277486,0.7642808827471387,0.024408441141209512,1.9850101856916484,-0.7684070066686328,-0.10629379216601705,0.4231310548995523,0.2197218516188588,0.12534515509451527,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,5.0,7.0
223500,0.37591233963961646,0.502548414867207,0.6266678644706526,0.15105818625269266,-0.22408433064300243,-0.5600233022322164,1.3746060057789835,0.8733214176443581,1.1677370854244922,0.8754176979804466,1.2737601436161448,-0.20365491000277486,0.7642808827471387,0.7578646628337389,-0.8203231692358525,0.06110986186500243,-0.9569134549810611,-0.8213819532529262,-0.7442530877646971,-0.993040674797108,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,6.0,4.0
250000,0.888205191742688,1.2767789223709358,2.07277139393475,0.5592065004815501,0.3704704136163871,0.12314525494197483,1.8413003839709543,1.8561589179854876,1.1677370854244922,0.8754176979804466,1.2737601436161448,1.914231974202914,0.7642808827471387,1.8877837070627705,0.9871399319254904,0.8906267303986376,-0.9228886684684593,-0.7256501833950433,-0.7056940901893549,-0.9272532730387772,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,7.0,4.0
307000,0.6000404624347102,0.20263055049865297,0.8112768256788353,2.2835727511289123,1.8000442653689637,1.7900765344470015,-0.786663146703619,0.6538528496070186,1.1677370854244922,0.8754176979804466,-0.7349295696869852,0.5023073847324547,0.7642808827471387,0.8966266507215147,1.580213761994056,0.35736588634130073,-1.0589878145188663,-0.9649796080397507,-0.8599300804907238,-1.1246154783137696,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,7.0,4.0
118000,-0.20041711897633901,-0.4826020315578033,-0.6194426236845803,1.032561941835728,-0.03646927801003951,-0.08332346455955854,-0.786663146703619,-0.8180178729912262,1.1677370854244922,-1.0132918325769875,-0.7349295696869852,-0.9096172047380044,2.4038796821499626,-1.2393168056938917,-0.8203231692358525,-0.6894054001416199,1.1526233088002482,1.6676440630520308,1.6464047619065216,1.5068805920194617,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,4.0,5.0
129500,0.43994894615250035,0.48968744298176303,-0.6194426236845803,1.165391274868788,0.09301153296200532,-0.19566673840598112,-0.786663146703619,-0.9062824057888519,1.1677370854244922,-1.0132918325769875,-0.7349295696869852,-0.9096172047380044,-0.8753179166556851,-0.3522312402684677,-0.8203231692358525,-0.7684070066686328,0.26797885947260236,0.9496557891179086,0.6438708249476234,0.6077861013222743,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,4.0,4.0
279500,1.1123333145377818,0.3487311911172968,1.7343216317197485,-1.0226701020030748,1.2926908836009512,1.1828155947366092,-0.786663146703619,0.17674726691714995,-0.7819208677732281,0.8754176979804466,-0.7349295696869852,0.5023073847324547,0.7642808827471387,1.9076068481895956,0.6858960817319333,-0.11664375282077655,-1.1270373875440698,-1.0607113778976336,-0.9370480756414084,-1.2123320139915439,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,6.0,4.0
157000,-1.8013322817984374,0.4176660004232766,1.0112698669876996,0.7475826455102536,0.655856690860894,0.45106616238558667,-0.786663146703619,-0.3981649602241418,1.1677370854244922,-1.0132918325769875,1.2737601436161448,-0.9096172047380044,0.7642808827471387,-0.5108163692830686,-0.8203231692358525,3.438428540894803,0.43810279203561114,1.188985213762616,0.8366658128243346,0.8270774405167103,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,5.0,4.0
132000,-0.16839881571989704,-0.8169873005793472,-0.6194426236845803,-1.0226701020030748,-0.4566212972866748,-0.7604194123366459,-0.786663146703619,-1.3499905976904296,-0.7819208677732281,-1.0132918325769875,-0.7349295696869852,-0.9096172047380044,-0.8753179166556851,0.5992795338191379,-0.36845739394551674,1.443637976087728,1.4928711739262657,-0.7735160683239848,-0.35866311201127477,0.6077861013222743,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,6.0,7.0
