SalePrice,Remod_Age_Avg,GrLivArea,OverallQual,TotalBsmtSF,GarageArea,1stFlrSF,2ndFlrSF,BsmtFinSF1,LotArea,FullBath
208500,-1.0588280765554388,0.6920212962222081,0.7621785147681817,-0.3932021245656732,0.4605175459313621,-0.7543468029395419,1.3446577034351137,0.6823755183849332,-0.2176660107176569,0.8754176979804466
181500,0.12534515509451527,-0.3766952090030977,0.011878106723659649,0.6796388806312696,0.024408441141209512,0.4783929046725543,-0.786663146703619,1.3392769472029755,0.07813634264755506,0.8754176979804466
223500,-0.9930406747971079,0.8733214176443581,0.7621785147681817,-0.22408433064300246,0.7578646628337389,-0.5600233022322164,1.3746060057789835,0.15105818625269266,0.502548414867207,0.8754176979804466
250000,-0.9272532730387772,1.856158917985488,1.5124789228127038,0.3704704136163871,1.8877837070627703,0.12314525494197485,1.8413003839709543,0.5592065004815501,1.2767789223709358,0.8754176979804466
307000,-1.1246154783137696,0.6538528496070186,1.5124789228127038,1.8000442653689637,0.8966266507215147,1.7900765344470015,-0.786663146703619,2.2835727511289123,0.20263055049865294,0.8754176979804466
118000,1.5068805920194617,-0.8180178729912262,-0.7384223013208624,-0.03646927801003951,-1.2393168056938917,-0.08332346455955854,-0.786663146703619,1.032561941835728,-0.4826020315578033,-1.0132918325769875
129500,0.6077861013222743,-0.906282405788852,-0.7384223013208624,0.09301153296200533,-0.3522312402684677,-0.19566673840598112,-0.786663146703619,1.165391274868788,0.489687442981763,-1.0132918325769875
279500,-1.212332013991544,0.17674726691714995,0.7621785147681817,1.2926908836009512,1.907606848189596,1.1828155947366092,-0.786663146703619,-1.0226701020030748,0.3487311911172968,0.8754176979804466
157000,0.8270774405167103,-0.3981649602241418,0.011878106723659649,0.655856690860894,-0.5108163692830686,0.4510661623855866,-0.786663146703619,0.7475826455102536,0.4176660004232766,-1.0132918325769875
132000,0.6077861013222743,-1.3499905976904296,0.7621785147681817,-0.4566212972866748,0.5992795338191379,-0.7604194123366459,-0.786663146703619,-1.0226701020030748,-0.8169873005793472,-1.0132918325769875
